Gene	RANGE	N_INFORMATIVE	NumVar	NumPolyVar	V6	OptFreq	Zmax	NumPerm	ActualPerm	Stat	NumGreater	NumEqual	PermPvalue	CHROM	POS	endPOS	size	significant
WBGene00001672	V:6852558-6854803	129	15	14	NA	0.003876	137.943	10000	2187	137.943	1000	0	0.457247	V	6852558	6854803	2245	FALSE
WBGene00016091	V:9045170-9046967	129	11	10	NA	0.024451	137.915	10000	1756	137.915	1000	0	0.569476	V	9045170	9046967	1797	FALSE
WBGene00013209	II:13726061-13729610	129	72	71	NA	0.003876	137.914	10000	2066	137.914	1000	0	0.484027	II	13726061	13729610	3549	FALSE
WBGene00013175	II:15175942-15177343	129	11	10	NA	0.046512	137.897	10000	1666	137.897	1000	0	0.60024	II	15175942	15177343	1401	FALSE
WBGene00011010	X:13285054-13286633	129	9	8	NA	0.007752	137.896	10000	2003	137.896	1000	0	0.499251	X	13285054	13286633	1579	FALSE
WBGene00015634	I:5488339-5490626	129	8	8	NA	0.003876	137.889	10000	1402	137.889	1000	0	0.713267	I	5488339	5490626	2287	FALSE
WBGene00003736	IV:11932049-11935714,IV:11930871-11935714,IV:11932478-11935714,IV:11932281-11935714	129	23	23	NA	0.023256	137.886	10000	1472	137.886	1000	0	0.679348	IV	11932049	11935714	3665	FALSE
WBGene00003621	II:6446194-6449807,II:6446144-6449807	129	13	13	NA	0.024977	137.861	10000	1636	137.861	1000	0	0.611247	II	6446194	6449807	3613	FALSE
WBGene00199014	II:11205604-11205737	129	2	2	NA	0.011628	137.86	10000	1736	137.86	1000	0	0.576037	II	11205604	11205737	133	FALSE
WBGene00198442	II:11205594-11205798	129	2	2	NA	0.011628	137.86	10000	1792	137.86	999	1	0.557757	II	11205594	11205798	204	FALSE
WBGene00011247	V:12728630-12729415	129	4	3	NA	0.003876	137.86	10000	2057	137.86	999	1	0.485902	V	12728630	12729415	785	FALSE
WBGene00184956	II:12557807-12560264	129	34	34	NA	0.003876	137.859	10000	1552	137.859	1000	0	0.64433	II	12557807	12560264	2457	FALSE
WBGene00010723	II:14108126-14109221	129	33	33	NA	0.007752	137.853	10000	1750	137.853	1000	0	0.571429	II	14108126	14109221	1095	FALSE
WBGene00010546	III:9950911-9951963	129	56	56	NA	0.007752	137.825	10000	1577	137.825	1000	0	0.634115	III	9950911	9951963	1052	FALSE
WBGene00005758	V:15239069-15240315	129	72	71	NA	0.025091	137.824	10000	2348	137.824	1000	0	0.425894	V	15239069	15240315	1246	FALSE
WBGene00006211	IV:4884295-4886897	129	17	16	NA	0.003876	137.821	10000	1673	137.821	1000	0	0.597729	IV	4884295	4886897	2602	FALSE
WBGene00018263	V:2239239-2241512	129	49	49	NA	0.011628	137.818	10000	1474	137.818	1000	0	0.678426	V	2239239	2241512	2273	FALSE
WBGene00011183	IV:10608574-10609855	129	13	13	NA	0.003876	137.815	10000	1481	137.815	1000	0	0.675219	IV	10608574	10609855	1281	FALSE
WBGene00014013	III:9805510-9807454	129	5	4	NA	0.026315	137.814	10000	2053	137.814	1000	0	0.487092	III	9805510	9807454	1944	FALSE
WBGene00020526	V:6832289-6835342	129	59	59	NA	0.011628	137.804	10000	1531	137.804	1000	0	0.653168	V	6832289	6835342	3053	FALSE
WBGene00003549	V:10918873-10921836,V:10918860-10921836	129	17	17	NA	0.007752	137.75	10000	1488	137.75	1000	0	0.672043	V	10918873	10921836	2963	FALSE
WBGene00012252	V:19735079-19737607	129	49	48	NA	0.023256	137.733	10000	1992	137.733	1000	0	0.502008	V	19735079	19737607	2528	FALSE
WBGene00004424	IV:13239587-13240651,IV:13239590-13240618,IV:13239590-13240592,IV:13239590-13240204,IV:13239590-13240560,IV:13239590-13240624,IV:13239590-13240556,IV:13239590-13240610	129	7	6	NA	0.003876	137.732	10000	2247	137.732	1000	0	0.445038	IV	13239587	13240651	1064	FALSE
WBGene00017824	V:7957276-7958840	129	14	14	NA	0.011628	137.719	10000	1576	137.719	1000	0	0.634518	V	7957276	7958840	1564	FALSE
WBGene00199218	III:9968936-9969109	129	4	4	NA	0.011628	137.716	10000	1482	137.716	1000	0	0.674764	III	9968936	9969109	173	FALSE
WBGene00018036	X:5365807-5367621	129	9	8	NA	0.027132	137.711	10000	1445	137.711	1000	0	0.692042	X	5365807	5367621	1814	FALSE
WBGene00020143	X:16786443-16787620	129	7	7	NA	0.007752	137.707	10000	1406	137.707	1000	0	0.711238	X	16786443	16787620	1177	FALSE
WBGene00198756	X:5812305-5812439	129	3	3	NA	0.03876	137.706	10000	1464	137.706	1000	0	0.68306	X	5812305	5812439	134	FALSE
WBGene00005867	V:2994898-2996205	129	109	108	NA	0.003876	137.706	10000	2945	137.706	1000	0	0.339559	V	2994898	2996205	1307	FALSE
WBGene00044431	I:4957775-4958309	129	5	4	NA	0.024984	137.7	10000	1527	137.7	1000	0	0.654879	I	4957775	4958309	534	FALSE
WBGene00012400	V:15719869-15721292	129	136	136	NA	0.007752	137.696	10000	1790	137.696	1000	0	0.558659	V	15719869	15721292	1423	FALSE
WBGene00004168	I:1655644-1656726	129	10	9	NA	0.003876	137.692	10000	2198	137.692	1000	0	0.454959	I	1655644	1656726	1082	FALSE
WBGene00008256	II:10729803-10731625	129	11	11	NA	0.024497	137.69	10000	1922	137.69	1000	0	0.520291	II	10729803	10731625	1822	FALSE
WBGene00023052	X:9078253-9078325	129	3	3	NA	0.007752	137.689	10000	1526	137.689	1000	0	0.655308	X	9078253	9078325	72	FALSE
WBGene00007813	X:13436453-13441883	129	62	62	NA	0.007752	137.674	10000	1675	137.674	1000	0	0.597015	X	13436453	13441883	5430	FALSE
WBGene00009614	I:12272980-12274636	129	120	120	NA	0.015504	137.65	10000	2347	137.65	1000	0	0.426076	I	12272980	12274636	1656	FALSE
WBGene00013682	I:14591942-14604138	129	232	231	NA	0.003876	137.648	10000	2300	137.648	1000	0	0.434783	I	14591942	14604138	12196	FALSE
WBGene00021090	IV:3306663-3307563	129	8	7	NA	0.003876	137.635	10000	1988	137.635	1000	0	0.503018	IV	3306663	3307563	900	FALSE
WBGene00201279	X:11713900-11714049	129	3	3	NA	0.024431	137.627	10000	1799	137.627	1000	0	0.555864	X	11713900	11714049	149	FALSE
WBGene00138718	V:12579673-12582202	129	23	23	NA	0.007752	137.612	10000	1430	137.612	1000	0	0.699301	V	12579673	12582202	2529	FALSE
WBGene00010657	IV:12903974-12906624	129	45	44	NA	0.003876	137.61	10000	1975	137.61	1000	0	0.506329	IV	12903974	12906624	2650	FALSE
WBGene00009326	V:10880836-10883311	129	17	17	NA	0.003876	137.6	10000	1558	137.6	1000	0	0.641849	V	10880836	10883311	2475	FALSE
WBGene00013361	V:19898060-19907434,V:19898122-19902651,V:19898060-19907434	129	409	408	NA	0.011628	137.585	10000	2007	137.585	1000	0	0.498256	V	19898060	19907434	9374	FALSE
WBGene00021853	III:2562981-2563989	129	27	27	NA	0.011628	137.582	10000	1571	137.582	1000	0	0.636537	III	2562981	2563989	1008	FALSE
WBGene00021954	IV:3314467-3316757	129	27	27	NA	0.003876	137.577	10000	1294	137.577	1000	0	0.772798	IV	3314467	3316757	2290	FALSE
WBGene00018605	X:7493730-7495591	129	14	13	NA	0.003876	137.571	10000	1512	137.571	1000	0	0.661376	X	7493730	7495591	1861	FALSE
WBGene00014011	III:9799106-9802298	129	19	19	NA	0.007752	137.569	10000	1418	137.569	1000	0	0.705219	III	9799106	9802298	3192	FALSE
WBGene00011163	II:9455379-9456617	129	7	6	NA	0.003876	137.557	10000	1936	137.557	1000	0	0.516529	II	9455379	9456617	1238	FALSE
WBGene00003769	V:3980054-3980617	129	84	84	NA	0.003876	137.553	10000	1789	137.553	1000	0	0.558971	V	3980054	3980617	563	FALSE
WBGene00011953	III:4650493-4653926,III:4650393-4653926	129	15	14	NA	0.015504	137.53	10000	1769	137.53	1000	0	0.565291	III	4650493	4653926	3433	FALSE
WBGene00012089	IV:14533517-14535067	129	145	145	NA	0.007752	137.53	10000	1812	137.53	1000	0	0.551876	IV	14533517	14535067	1550	FALSE
WBGene00021849	III:2529062-2530504	129	16	15	NA	0.02567	137.53	10000	1840	137.53	1000	0	0.543478	III	2529062	2530504	1442	FALSE
WBGene00199960	X:15151115-15151242	129	2	2	NA	0.025193	137.528	10000	1964	137.528	997	3	0.508401	X	15151115	15151242	127	FALSE
WBGene00198938	X:15151115-15151242	129	2	2	NA	0.025214	137.528	10000	1937	137.528	996	4	0.51523	X	15151115	15151242	127	FALSE
WBGene00001028	III:8631164-8633492,III:8631164-8633571	129	10	10	NA	0.003876	137.528	10000	1440	137.528	998	2	0.69375	III	8631164	8633492	2328	FALSE
WBGene00044137	X:14133895-14134344	129	3	3	NA	0.007752	137.528	10000	1418	137.528	998	2	0.704513	X	14133895	14134344	449	FALSE
WBGene00249826	IV:8605511-8607840,IV:8605511-8607840	129	28	28	NA	0.003876	137.528	10000	1303	137.528	1000	0	0.76746	IV	8605511	8607840	2329	FALSE
WBGene00044141	X:15051687-15052870	129	8	8	NA	0.003876	137.528	10000	1386	137.528	996	4	0.720058	X	15051687	15052870	1183	FALSE
WBGene00196875	IV:1192709-1192762	129	2	2	NA	0.007752	137.528	10000	1692	137.528	999	1	0.590721	IV	1192709	1192762	53	FALSE
WBGene00045128	IV:16930836-16931177	129	7	7	NA	0.003876	137.528	10000	1309	137.528	999	1	0.76356	IV	16930836	16931177	341	FALSE
WBGene00198812	IV:16755957-16756084	129	2	2	NA	0.0252	137.528	10000	1983	137.528	998	2	0.503782	IV	16755957	16756084	127	FALSE
WBGene00000960	III:9163076-9168027	129	16	16	NA	0.025721	137.526	10000	1543	137.526	1000	0	0.648088	III	9163076	9168027	4951	FALSE
WBGene00015764	V:572030-574739	129	154	153	NA	0.046512	137.515	10000	1670	137.515	1000	0	0.598802	V	572030	574739	2709	FALSE
WBGene00000939	III:8071915-8080274	129	32	32	NA	0.007752	137.509	10000	1566	137.509	1000	0	0.63857	III	8071915	8080274	8359	FALSE
WBGene00235113	V:7714971-7716090	129	6	5	NA	0.015504	137.501	10000	2395	137.501	1000	0	0.417537	V	7714971	7716090	1119	FALSE
WBGene00044086	V:15338568-15339482	129	53	53	NA	0.007752	137.497	10000	1637	137.497	1000	0	0.610874	V	15338568	15339482	914	FALSE
WBGene00022473	I:4526377-4534798,I:4528371-4534798	129	67	67	NA	0.011628	137.463	10000	1415	137.463	1000	0	0.706714	I	4526377	4534798	8421	FALSE
WBGene00013733	III:12559701-12575366,III:12559701-12563078	129	219	219	NA	0.024935	137.45	10000	1360	137.45	1000	0	0.735294	III	12559701	12575366	15665	FALSE
WBGene00017521	II:2377198-2377851	129	90	89	NA	0.007752	137.445	10000	2035	137.445	1000	0	0.4914	II	2377198	2377851	653	FALSE
WBGene00021048	X:6272088-6273769,X:6272074-6273769,X:6272088-6273769,X:6272074-6273769	129	7	6	NA	0.007752	137.439	10000	2233	137.439	1000	0	0.447828	X	6272088	6273769	1681	FALSE
WBGene00044203	V:11332955-11334293	129	6	6	NA	0.015504	137.419	10000	1238	137.419	1000	0	0.807754	V	11332955	11334293	1338	FALSE
WBGene00016352	II:4828559-4832478	129	21	21	NA	0.024599	137.404	10000	1640	137.404	1000	0	0.609756	II	4828559	4832478	3919	FALSE
WBGene00020109	III:7221739-7223129	129	8	8	NA	0.015504	137.387	10000	1371	137.387	1000	0	0.729395	III	7221739	7223129	1390	FALSE
WBGene00015817	II:4227045-4229168,II:4227045-4229168	129	29	28	NA	0.007752	137.379	10000	2277	137.379	1000	0	0.439174	II	4227045	4229168	2123	FALSE
WBGene00001965	II:5532856-5533738	129	8	8	NA	0.024803	137.379	10000	1299	137.379	1000	0	0.769823	II	5532856	5533738	882	FALSE
WBGene00018773	I:113806-114711	129	6	6	NA	0.027132	137.377	10000	1565	137.377	1000	0	0.638978	I	113806	114711	905	FALSE
WBGene00007008	III:8358624-8362445,III:8358624-8362445	129	17	16	NA	0.003876	137.333	10000	2051	137.333	1000	0	0.487567	III	8358624	8362445	3821	FALSE
WBGene00044723	IV:668913-670552	129	30	30	NA	0.003876	137.307	10000	1447	137.307	1000	0	0.691085	IV	668913	670552	1639	FALSE
WBGene00014666	II:11425268-11430344,II:11424829-11430344,II:11425268-11430599,II:11424829-11430599	129	32	32	NA	0.026049	137.254	10000	1522	137.254	1000	0	0.65703	II	11425268	11430344	5076	FALSE
WBGene00001148	X:15516654-15524000,X:15516654-15524000	129	56	55	NA	0.015504	137.237	10000	1715	137.237	1000	0	0.58309	X	15516654	15524000	7346	FALSE
WBGene00003654	I:3104362-3109542,I:3104362-3109542	129	69	69	NA	0.003876	137.226	10000	1716	137.226	1000	0	0.582751	I	3104362	3109542	5180	FALSE
WBGene00005019	IV:8361088-8363439,IV:8361116-8363439,IV:8361090-8363439	129	10	10	NA	0.031008	137.223	10000	1418	137.223	1000	0	0.705219	IV	8361088	8363439	2351	FALSE
WBGene00022051	III:1570305-1576649,III:1570314-1576649,III:1570305-1575171,III:1570314-1575171	129	126	125	NA	0.003876	137.202	10000	1771	137.202	1000	0	0.564653	III	1570305	1576649	6344	FALSE
WBGene00020811	X:17231847-17234790	129	15	15	NA	0.015504	137.199	10000	1324	137.199	1000	0	0.755287	X	17231847	17234790	2943	FALSE
WBGene00008757	IV:10893647-10894355	129	6	6	NA	0.031008	137.195	10000	1353	137.195	1000	0	0.739098	IV	10893647	10894355	708	FALSE
WBGene00019829	X:3997337-3998508	129	15	14	NA	0.01938	137.18	10000	2191	137.18	1000	0	0.456413	X	3997337	3998508	1171	FALSE
WBGene00017826	III:4900072-4903179,III:4900721-4903179	129	10	10	NA	0.003876	137.177	10000	1409	137.177	1000	0	0.709723	III	4900072	4903179	3107	FALSE
WBGene00003372	III:3392012-3393787	129	28	27	NA	0.034884	137.158	10000	2059	137.158	1000	0	0.485673	III	3392012	3393787	1775	FALSE
WBGene00021774	II:1536258-1537275	129	209	209	NA	0.046512	137.151	10000	1509	137.151	1000	0	0.662691	II	1536258	1537275	1017	FALSE
WBGene00022774	IV:5395032-5396969,IV:5394961-5396969	129	5	5	NA	0.026329	137.147	10000	1719	137.147	1000	0	0.581734	IV	5395032	5396969	1937	FALSE
WBGene00022071	IV:3065567-3066934	129	19	18	NA	0.007752	137.141	10000	1687	137.141	1000	0	0.592768	IV	3065567	3066934	1367	FALSE
WBGene00010104	V:19297809-19298749	129	53	53	NA	0.042636	137.137	10000	1390	137.137	1000	0	0.719424	V	19297809	19298749	940	FALSE
WBGene00008340	V:11520584-11521554	129	4	3	NA	0.024422	137.135	10000	2071	137.135	1000	0	0.482859	V	11520584	11521554	970	FALSE
WBGene00044402	III:1328643-1331066	129	137	137	NA	0.026242	137.126	10000	1169	137.126	1000	0	0.855432	III	1328643	1331066	2423	FALSE
WBGene00021227	V:2375042-2379505	129	6	5	NA	0.003876	137.121	10000	2006	137.121	1000	0	0.498504	V	2375042	2379505	4463	FALSE
WBGene00022815	I:3769680-3773876	129	20	19	NA	0.007752	137.114	10000	1821	137.114	1000	0	0.549149	I	3769680	3773876	4196	FALSE
WBGene00005292	II:3123505-3124899	129	26	26	NA	0.025289	137.11	10000	1312	137.11	1000	0	0.762195	II	3123505	3124899	1394	FALSE
WBGene00219342	IV:14690936-14691733	129	12	11	NA	0.023256	137.11	10000	1964	137.11	1000	0	0.509165	IV	14690936	14691733	797	FALSE
WBGene00020215	X:772404-775373	129	63	63	NA	0.003876	137.106	10000	1689	137.106	1000	0	0.592066	X	772404	775373	2969	FALSE
WBGene00003955	IV:4047928-4049448	129	15	15	NA	0.02498	137.091	10000	1514	137.091	1000	0	0.660502	IV	4047928	4049448	1520	FALSE
WBGene00044365	II:2688915-2689179	129	14	14	NA	0.01938	137.085	10000	1903	137.085	1000	0	0.525486	II	2688915	2689179	264	FALSE
WBGene00006761	IV:7980011-7982002	129	9	8	NA	0.025289	137.083	10000	2169	137.083	1000	0	0.461042	IV	7980011	7982002	1991	FALSE
WBGene00010778	III:9854074-9859183,III:9854074-9858502,III:9854074-9857076,III:9854074-9857185,III:9854074-9857076,III:9854074-9857185	129	67	67	NA	0.007752	137.079	10000	1593	137.079	1000	0	0.627746	III	9854074	9859183	5109	FALSE
WBGene00010055	II:11538902-11540630	129	10	10	NA	0.003876	137.078	10000	1183	137.078	1000	0	0.845309	II	11538902	11540630	1728	FALSE
WBGene00009915	I:7317645-7318659	129	5	5	NA	0.007752	137.073	10000	1652	137.073	1000	0	0.605327	I	7317645	7318659	1014	FALSE
WBGene00001034	III:4191547-4193424,III:4191519-4193424,III:4191140-4193424	129	9	9	NA	0.007752	137.073	10000	1421	137.073	1000	0	0.70373	III	4191547	4193424	1877	FALSE
WBGene00007991	I:14163529-14168309,I:14163446-14168309	129	56	56	NA	0.007752	137.072	10000	1857	137.072	1000	0	0.538503	I	14163529	14168309	4780	FALSE
WBGene00201295	X:10392823-10392968	129	2	2	NA	0.025944	137.018	10000	1852	137.018	1000	0	0.539957	X	10392823	10392968	145	FALSE
WBGene00202036	X:10392828-10393040	129	2	2	NA	0.025996	137.018	10000	1753	137.018	1000	0	0.570451	X	10392828	10393040	212	FALSE
WBGene00018689	X:1962572-1966170	129	29	29	NA	0.031008	137.018	10000	1422	137.018	1000	0	0.703235	X	1962572	1966170	3598	FALSE
WBGene00004322	III:4052801-4057976	129	78	77	NA	0.046512	137.012	10000	2233	137.012	1000	0	0.447828	III	4052801	4057976	5175	FALSE
WBGene00010409	IV:11480686-11482441,IV:11480686-11482624	129	10	10	NA	0.031008	137.001	10000	1411	137.001	1000	0	0.708717	IV	11480686	11482441	1755	FALSE
WBGene00199467	I:12061009-12061103	129	10	9	NA	0.025241	137	10000	1932	137	1000	0	0.517598	I	12061009	12061103	94	FALSE
WBGene00013111	IV:16664319-16671470,IV:16664319-16667865,IV:16664319-16671470	129	96	95	NA	0.01938	136.984	10000	1876	136.984	1000	0	0.533049	IV	16664319	16671470	7151	FALSE
WBGene00017184	X:692977-703036,X:692977-702999,X:695066-703036	129	120	120	NA	0.01938	136.98	10000	2146	136.98	1000	0	0.465983	X	692977	703036	10059	FALSE
WBGene00015548	X:16638277-16643061,X:16638277-16643560	129	18	18	NA	0.007752	136.95	10000	1389	136.95	1000	0	0.719942	X	16638277	16643061	4784	FALSE
WBGene00016831	II:12325543-12327514	129	63	63	NA	0.042636	136.945	10000	1560	136.945	1000	0	0.641026	II	12325543	12327514	1971	FALSE
WBGene00044240	IV:9975495-9976384	129	6	5	NA	0.027132	136.943	10000	1740	136.943	1000	0	0.574713	IV	9975495	9976384	889	FALSE
WBGene00009977	V:13804395-13807237	129	17	16	NA	0.003876	136.909	10000	1474	136.909	1000	0	0.678426	V	13804395	13807237	2842	FALSE
WBGene00199526	X:8326588-8326662	129	5	5	NA	0.046512	136.903	10000	1557	136.903	1000	0	0.642261	X	8326588	8326662	74	FALSE
WBGene00196239	X:8326588-8326662	129	5	5	NA	0.046512	136.903	10000	1574	136.903	1000	0	0.635324	X	8326588	8326662	74	FALSE
WBGene00019768	I:4765753-4767644	129	12	11	NA	0.003876	136.896	10000	1608	136.896	1000	0	0.621891	I	4765753	4767644	1891	FALSE
WBGene00000644	II:104533-105819	129	12	12	NA	0.011628	136.89	10000	1164	136.89	1000	0	0.859107	II	104533	105819	1286	FALSE
WBGene00018801	III:5091049-5091604	129	9	8	NA	0.025646	136.876	10000	2756	136.876	1000	0	0.362845	III	5091049	5091604	555	FALSE
WBGene00022373	I:1436278-1441314	129	184	184	NA	0.046512	136.874	10000	1867	136.874	1000	0	0.535619	I	1436278	1441314	5036	FALSE
WBGene00010893	II:10622280-10626434	129	72	71	NA	0.003876	136.872	10000	2490	136.872	1000	0	0.401606	II	10622280	10626434	4154	FALSE
WBGene00015474	X:1117196-1119407	129	11	11	NA	0.02585	136.871	10000	2157	136.871	1000	0	0.463607	X	1117196	1119407	2211	FALSE
WBGene00019408	II:5782556-5787655,II:5782941-5787655,II:5784187-5787655	129	22	22	NA	0.007752	136.86	10000	1309	136.86	1000	0	0.763942	II	5782556	5787655	5099	FALSE
WBGene00000630	I:5644736-5646370	129	6	5	NA	0.025089	136.856	10000	2091	136.856	1000	0	0.47824	I	5644736	5646370	1634	FALSE
WBGene00022056	III:1544937-1554441	129	321	321	NA	0.003876	136.856	10000	1257	136.856	1000	0	0.795545	III	1544937	1554441	9504	FALSE
WBGene00200959	X:6222370-6222520	129	2	1	NA	0.024542	136.853	10000	2901	136.853	1000	0	0.344709	X	6222370	6222520	150	FALSE
WBGene00202377	X:6221036-6221243	129	5	4	NA	0.042636	136.853	10000	2657	136.853	1000	0	0.376364	X	6221036	6221243	207	FALSE
WBGene00017688	X:6512284-6512918	129	3	2	NA	0.025127	136.853	10000	2180	136.853	1000	0	0.458716	X	6512284	6512918	634	FALSE
WBGene00195483	X:6513542-6513842	129	2	2	NA	0.02515	136.853	10000	2675	136.853	1000	0	0.373832	X	6513542	6513842	300	FALSE
WBGene00197389	X:6691415-6691549	129	2	1	NA	0.025147	136.853	10000	2832	136.853	1000	0	0.353107	X	6691415	6691549	134	FALSE
WBGene00020691	X:6385484-6387863	129	13	12	NA	0.003876	136.853	10000	1485	136.853	1000	0	0.673401	X	6385484	6387863	2379	FALSE
WBGene00009306	I:14846477-14850326,I:14846477-14850124,I:14846477-14850123,I:14846477-14850326	129	19	19	NA	0.034884	136.849	10000	1421	136.849	1000	0	0.70373	I	14846477	14850326	3849	FALSE
WBGene00016988	V:5606598-5609318	129	15	14	NA	0.003876	136.846	10000	1532	136.846	1000	0	0.652742	V	5606598	5609318	2720	FALSE
WBGene00005980	V:11586258-11588133	129	14	13	NA	0.025605	136.841	10000	2021	136.841	1000	0	0.494805	V	11586258	11588133	1875	FALSE
WBGene00003851	III:6731653-6733936,III:6732036-6733936,III:6732168-6733936,III:6732162-6733936,III:6730780-6733936,III:6731219-6733936	129	12	12	NA	0.011628	136.835	10000	1408	136.835	1000	0	0.710227	III	6731653	6733936	2283	FALSE
WBGene00012647	III:10625933-10628426	129	11	11	NA	0.011628	136.816	10000	1270	136.816	1000	0	0.787402	III	10625933	10628426	2493	FALSE
WBGene00020394	V:1842044-1844807	129	20	19	NA	0.025224	136.811	10000	1778	136.811	1000	0	0.56243	V	1842044	1844807	2763	FALSE
WBGene00009707	V:16112991-16114337	129	64	64	NA	0.007752	136.81	10000	2044	136.81	1000	0	0.489237	V	16112991	16114337	1346	FALSE
WBGene00021250	III:1642648-1644563	129	35	35	NA	0.046512	136.785	10000	1287	136.785	1000	0	0.777001	III	1642648	1644563	1915	FALSE
WBGene00016233	V:2574180-2576798	129	40	40	NA	0.003876	136.763	10000	1379	136.763	1000	0	0.725163	V	2574180	2576798	2618	FALSE
WBGene00007432	V:10119573-10120986	129	11	10	NA	0.027132	136.761	10000	1929	136.761	1000	0	0.518403	V	10119573	10120986	1413	FALSE
WBGene00017544	IV:8339935-8342112	129	9	9	NA	0.007752	136.755	10000	1538	136.755	1000	0	0.650195	IV	8339935	8342112	2177	FALSE
WBGene00008755	IV:10877835-10879642,IV:10877835-10879727	129	12	12	NA	0.023256	136.75	10000	1471	136.75	1000	0	0.67981	IV	10877835	10879642	1807	FALSE
WBGene00018970	IV:3926416-3929024	129	195	195	NA	0.011628	136.731	10000	1707	136.731	1000	0	0.585823	IV	3926416	3929024	2608	FALSE
WBGene00020709	I:6717818-6719903,I:6717818-6719903	129	3	2	NA	0.025067	136.722	10000	2161	136.722	1000	0	0.462749	I	6717818	6719903	2085	FALSE
WBGene00021158	IV:5326443-5329640,IV:5326443-5327291	129	22	21	NA	0.031008	136.72	10000	2219	136.72	1000	0	0.450653	IV	5326443	5329640	3197	FALSE
WBGene00015685	I:6307753-6308429,I:6307326-6308598	129	14	13	NA	0.025456	136.703	10000	2216	136.703	1000	0	0.451264	I	6307753	6308429	676	FALSE
WBGene00022824	X:3448743-3451222	129	11	11	NA	0.03876	136.689	10000	1364	136.689	1000	0	0.733138	X	3448743	3451222	2479	FALSE
WBGene00011221	III:9963123-9973865	129	252	252	NA	0.007752	136.678	10000	1627	136.678	1000	0	0.614628	III	9963123	9973865	10742	FALSE
WBGene00008511	IV:10255754-10259657	129	34	34	NA	0.03876	136.657	10000	1416	136.657	1000	0	0.706215	IV	10255754	10259657	3903	FALSE
WBGene00010770	I:12519193-12527553,I:12525507-12527553,I:12523518-12527553,I:12526188-12527553,I:12523210-12527553	129	128	127	NA	0.007752	136.655	10000	2411	136.655	1000	0	0.414766	I	12519193	12527553	8360	FALSE
WBGene00018403	V:9305415-9310926	129	46	46	NA	0.011628	136.65	10000	1481	136.65	1000	0	0.675219	V	9305415	9310926	5511	FALSE
WBGene00008251	V:10158832-10160297	129	4	4	NA	0.034884	136.624	10000	1372	136.624	1000	0	0.728863	V	10158832	10160297	1465	FALSE
WBGene00012746	IV:15207592-15209522	129	33	33	NA	0.046512	136.609	10000	1460	136.609	1000	0	0.684932	IV	15207592	15209522	1930	FALSE
WBGene00019979	V:1439204-1441871	129	19	19	NA	0.007752	136.589	10000	1284	136.589	1000	0	0.778816	V	1439204	1441871	2667	FALSE
WBGene00017881	V:8641490-8643193,V:8641490-8643225	129	14	13	NA	0.027132	136.588	10000	2096	136.588	1000	0	0.477099	V	8641490	8643193	1703	FALSE
WBGene00006558	IV:15323892-15325189	129	68	68	NA	0.015504	136.56	10000	2063	136.56	1000	0	0.484731	IV	15323892	15325189	1297	FALSE
WBGene00012729	II:13982049-13983011	129	8	8	NA	0.011628	136.536	10000	1185	136.536	1000	0	0.843882	II	13982049	13983011	962	FALSE
WBGene00001890	II:13817758-13818143	129	2	2	NA	0.015504	136.536	10000	1874	136.536	1000	0	0.533618	II	13817758	13818143	385	FALSE
WBGene00077508	I:12474619-12475934	129	39	39	NA	0.031008	136.527	10000	1577	136.527	1000	0	0.634115	I	12474619	12475934	1315	FALSE
WBGene00006756	IV:3618296-3624697	129	56	56	NA	0.003876	136.523	10000	1354	136.523	1000	0	0.738552	IV	3618296	3624697	6401	FALSE
WBGene00007330	II:9934403-9936893	129	13	12	NA	0.042636	136.51	10000	1857	136.51	1000	0	0.538503	II	9934403	9936893	2490	FALSE
WBGene00021857	III:2314435-2326901	129	342	341	NA	0.003876	136.506	10000	1962	136.506	1000	0	0.509684	III	2314435	2326901	12466	FALSE
WBGene00015110	II:2307040-2308351	129	186	185	NA	0.034884	136.499	10000	1830	136.499	1000	0	0.546448	II	2307040	2308351	1311	FALSE
WBGene00009806	V:14325800-14327844,V:14325800-14327844	129	18	17	NA	0.042636	136.499	10000	1475	136.499	1000	0	0.677966	V	14325800	14327844	2044	FALSE
WBGene00199113	I:11596687-11596757	129	4	4	NA	0.024777	136.478	10000	2280	136.478	1000	0	0.438596	I	11596687	11596757	70	FALSE
WBGene00013197	I:14688671-14691723	129	32	32	NA	0.011628	136.476	10000	1510	136.476	1000	0	0.662252	I	14688671	14691723	3052	FALSE
WBGene00011049	II:14381771-14383310	129	8	8	NA	0.007752	136.471	10000	1543	136.471	1000	0	0.648088	II	14381771	14383310	1539	FALSE
WBGene00016432	IV:4086211-4102908,IV:4101875-4102895,IV:4086211-4101153	129	376	376	NA	0.007752	136.456	10000	1974	136.456	1000	0	0.506586	IV	4086211	4102908	16697	FALSE
WBGene00004020	II:5233157-5235846,II:5233157-5235926	129	11	10	NA	0.007752	136.452	10000	2046	136.452	1000	0	0.488759	II	5233157	5235846	2689	FALSE
WBGene00006432	X:14710474-14718783,X:14710474-14718783	129	58	57	NA	0.034884	136.437	10000	1512	136.437	1000	0	0.661376	X	14710474	14718783	8309	FALSE
WBGene00020322	X:4890220-4892328	129	16	16	NA	0.03876	136.434	10000	1258	136.434	1000	0	0.794913	X	4890220	4892328	2108	FALSE
