Gene	RANGE	N_INFORMATIVE	NumVar	NumPolyVar	Q	Pvalue	NumPerm	ActualPerm	Stat	NumGreater	NumEqual	PermPvalue	CHROM	POS	endPOS	size	significant
WBGene00015410	II:6848059-6851527,II:6848332-6851527	129	6	5	247171	0.633175	10000	1715	247171	1000	0	0.58309	II	6848059	6851527	3468	FALSE
WBGene00015468	III:5600381-5603656,III:5600381-5603656	129	18	18	1615790	0.633208	10000	1499	1615790	1000	0	0.667111	III	5600381	5603656	3275	FALSE
WBGene00022865	III:8439467-8443607,III:8439467-8443607	129	37	35	3565370	0.633211	10000	1524	3565370	1000	0	0.656168	III	8439467	8443607	4140	FALSE
WBGene00044202	V:17273523-17275017	129	103	103	9859550	0.633232	10000	1602	9859550	1000	0	0.62422	V	17273523	17275017	1494	FALSE
WBGene00007920	III:3454344-3455850	129	12	11	1582690	0.633285	10000	1573	1582690	1000	0	0.635728	III	3454344	3455850	1506	FALSE
WBGene00022382	IV:2709899-2710670	129	2	1	13282.3	0.633304	10000	1491	13282.3	1000	0	0.670691	IV	2709899	2710670	771	FALSE
WBGene00044653	V:16266727-16268150	129	77	76	9288020	0.633311	10000	1548	9288020	1000	0	0.645995	V	16266727	16268150	1423	FALSE
WBGene00196857	V:13113175-13113305	129	2	1	48981.3	0.633366	10000	1486	48981.3	1000	0	0.672948	V	13113175	13113305	130	FALSE
WBGene00016531	X:7884287-7887478,X:7885414-7887478	129	24	24	2259120	0.633653	10000	1487	2259120	1000	0	0.672495	X	7884287	7887478	3191	FALSE
WBGene00004912	X:7327604-7329677	129	21	20	2785280	0.633694	10000	1501	2785280	1000	0	0.666223	X	7327604	7329677	2073	FALSE
WBGene00045208	IV:10889476-10889870	129	3	2	149062	0.633769	10000	1537	149062	1000	0	0.650618	IV	10889476	10889870	394	FALSE
WBGene00009430	V:13734311-13736247,V:13734117-13736247	129	75	74	4429920	0.633833	10000	1553	4429920	1000	0	0.643915	V	13734311	13736247	1936	FALSE
WBGene00017220	II:5424141-5425733	129	9	9	717296	0.633845	10000	1562	717296	1000	0	0.640205	II	5424141	5425733	1592	FALSE
WBGene00196809	X:15189811-15189958	129	2	2	99547.1	0.633865	10000	1505	99547.1	1000	0	0.664452	X	15189811	15189958	147	FALSE
WBGene00007183	V:18329111-18331179	129	57	56	7451460	0.633956	10000	1560	7451460	1000	0	0.641026	V	18329111	18331179	2068	FALSE
WBGene00002827	IV:11885614-11891080,IV:11885529-11891080,IV:11885614-11891080,IV:11885529-11891080,IV:11885614-11891080,IV:11885529-11891080	129	63	63	5652180	0.633992	10000	1557	5652180	1000	0	0.642261	IV	11885614	11891080	5466	FALSE
WBGene00010262	V:13992698-13993478	129	2	2	86602.1	0.633992	10000	1456	86602.1	1000	0	0.686813	V	13992698	13993478	780	FALSE
WBGene00021928	IV:1038668-1041008	129	38	37	5279500	0.634009	10000	1560	5279500	1000	0	0.641026	IV	1038668	1041008	2340	FALSE
WBGene00015462	V:7232433-7234826	129	14	13	1318550	0.634073	10000	1565	1318550	1000	0	0.638978	V	7232433	7234826	2393	FALSE
WBGene00044552	V:8005325-8005976	129	3	2	99766	0.634097	10000	1570	99766	1000	0	0.636943	V	8005325	8005976	651	FALSE
WBGene00198045	II:11081163-11081309	129	3	3	95120.1	0.634157	10000	1575	95120.1	998	2	0.634286	II	11081163	11081309	146	FALSE
WBGene00003540	V:11472560-11473899	129	5	4	371266	0.634176	10000	1549	371266	1000	0	0.645578	V	11472560	11473899	1339	FALSE
WBGene00007812	X:13418848-13419909	129	6	5	390439	0.634225	10000	1487	390439	1000	0	0.672495	X	13418848	13419909	1061	FALSE
WBGene00011962	III:9231392-9236322,III:9231442-9236322,III:9234735-9236322	129	18	17	1586000	0.63432	10000	1533	1586000	1000	0	0.652316	III	9231392	9236322	4930	FALSE
WBGene00013258	II:12189876-12199959	129	207	207	23331600	0.634336	10000	1580	23331600	1000	0	0.632911	II	12189876	12199959	10083	FALSE
WBGene00006684	V:13796640-13800549	129	42	41	5515160	0.634337	10000	1498	5515160	1000	0	0.667557	V	13796640	13800549	3909	FALSE
WBGene00021253	III:1658247-1659863	129	27	27	2706170	0.634351	10000	1609	2706170	1000	0	0.621504	III	1658247	1659863	1616	FALSE
WBGene00021301	V:1920547-1921029	129	5	4	122337	0.634433	10000	1494	122337	999	1	0.669009	V	1920547	1921029	482	FALSE
WBGene00009561	X:15422493-15425023,X:15421070-15425023,X:15424384-15425023,X:15424312-15425023	129	23	22	1953370	0.634492	10000	1528	1953370	1000	0	0.65445	X	15422493	15425023	2530	FALSE
WBGene00021245	III:1605746-1606830,III:1604984-1606851	129	27	26	3949750	0.634564	10000	1541	3949750	1000	0	0.648929	III	1605746	1606830	1084	FALSE
WBGene00195553	I:11567482-11567557	129	4	3	275777	0.634641	10000	1546	275777	1000	0	0.646831	I	11567482	11567557	75	FALSE
WBGene00013524	IV:15321620-15322180	129	5	4	552887	0.634745	10000	1542	552887	1000	0	0.648508	IV	15321620	15322180	560	FALSE
WBGene00011506	V:15930181-15931084	129	15	15	1676070	0.634779	10000	1584	1676070	1000	0	0.631313	V	15930181	15931084	903	FALSE
WBGene00013353	V:17986257-17994264	129	355	355	42743500	0.634873	10000	1491	42743500	1000	0	0.670691	V	17986257	17994264	8007	FALSE
WBGene00017815	I:6326874-6327972	129	5	5	296287	0.634942	10000	1606	296287	1000	0	0.622665	I	6326874	6327972	1098	FALSE
WBGene00202466	V:18345879-18345933	129	3	2	87646.2	0.63495	10000	1508	87646.2	1000	0	0.66313	V	18345879	18345933	54	FALSE
WBGene00004889	I:14807467-14815714,I:14807467-14813829	129	97	96	10000300	0.634953	10000	1617	10000300	1000	0	0.618429	I	14807467	14815714	8247	FALSE
WBGene00023463	IV:3482894-3484706	129	19	18	2485240	0.634983	10000	1494	2485240	1000	0	0.669344	IV	3482894	3484706	1812	FALSE
WBGene00195296	V:18345879-18345933	129	3	2	87569.3	0.634992	10000	1475	87569.3	1000	0	0.677966	V	18345879	18345933	54	FALSE
WBGene00008259	V:11994301-11995839	129	11	10	922323	0.63502	10000	1550	922323	1000	0	0.645161	V	11994301	11995839	1538	FALSE
WBGene00002123	X:6943739-6956399,X:6944760-6949556	129	101	100	12986100	0.635047	10000	1568	12986100	1000	0	0.637755	X	6943739	6956399	12660	FALSE
WBGene00202249	V:14428300-14428448	129	2	2	239118	0.63505	10000	1530	239118	1000	0	0.653595	V	14428300	14428448	148	FALSE
WBGene00022800	III:7885084-7891615,III:7885084-7891615,III:7890844-7891615,III:7885084-7891615	129	15	14	1711340	0.63506	10000	1571	1711340	1000	0	0.636537	III	7885084	7891615	6531	FALSE
WBGene00016318	II:6352529-6355911	129	8	8	632676	0.63515	10000	1565	632676	1000	0	0.638978	II	6352529	6355911	3382	FALSE
WBGene00006601	II:12036830-12039139	129	24	23	2982330	0.635179	10000	1568	2982330	1000	0	0.637755	II	12036830	12039139	2309	FALSE
WBGene00201438	II:11752031-11752234	129	4	3	212005	0.635218	10000	1481	212005	1000	0	0.675219	II	11752031	11752234	203	FALSE
WBGene00019503	IV:8294689-8297284	129	9	9	916589	0.63529	10000	1578	916589	1000	0	0.633714	IV	8294689	8297284	2595	FALSE
WBGene00001107	IV:11619475-11620938	129	7	7	668680	0.635298	10000	1543	668680	1000	0	0.648088	IV	11619475	11620938	1463	FALSE
WBGene00009097	V:12365423-12365866,V:12365518-12365862	129	8	8	689951	0.635341	10000	1532	689951	1000	0	0.652742	V	12365423	12365866	443	FALSE
WBGene00012526	V:16612791-16614767	129	382	381	43999500	0.635357	10000	1619	43999500	1000	0	0.617665	V	16612791	16614767	1976	FALSE
WBGene00017301	III:5555449-5557318,III:5555403-5557318,III:5555583-5557318,III:5555449-5557318,III:5555403-5557318	129	9	9	806478	0.635361	10000	1600	806478	1000	0	0.625	III	5555449	5557318	1869	FALSE
WBGene00018000	I:5852044-5852962	129	8	7	580403	0.635367	10000	1522	580403	1000	0	0.65703	I	5852044	5852962	918	FALSE
WBGene00015524	III:8606507-8609783	129	20	20	1681610	0.635392	10000	1574	1681610	1000	0	0.635324	III	8606507	8609783	3276	FALSE
WBGene00015633	I:5491473-5493531	129	8	7	581376	0.635418	10000	1413	581376	1000	0	0.707714	I	5491473	5493531	2058	FALSE
WBGene00010074	III:9155115-9157165	129	13	13	1085190	0.635419	10000	1545	1085190	1000	0	0.647249	III	9155115	9157165	2050	FALSE
WBGene00012098	III:13478560-13479629	129	4	3	123638	0.63561	10000	1474	123638	1000	0	0.678426	III	13478560	13479629	1069	FALSE
WBGene00001435	X:13421821-13423427,X:13421821-13423427	129	27	27	3133500	0.635702	10000	1566	3133500	1000	0	0.63857	X	13421821	13423427	1606	FALSE
WBGene00235091	V:16451975-16452316	129	14	14	1259080	0.635734	10000	1561	1259080	1000	0	0.640615	V	16451975	16452316	341	FALSE
WBGene00005701	V:9834462-9836088	129	7	7	651131	0.635823	10000	1506	651131	1000	0	0.664011	V	9834462	9836088	1626	FALSE
WBGene00015000	X:2271024-2274337	129	42	42	3654630	0.635968	10000	1573	3654630	1000	0	0.635728	X	2271024	2274337	3313	FALSE
WBGene00016591	IV:12278831-12279546,IV:12278856-12279546,IV:12278766-12279546	129	3	3	251055	0.636077	10000	1502	251055	1000	0	0.665779	IV	12278831	12279546	715	FALSE
WBGene00022069	IV:3032765-3050102,IV:3032765-3050102,IV:3032765-3050102,IV:3032765-3050102,IV:3032765-3050102,IV:3032765-3050102,IV:3032765-3050102,IV:3032765-3050102	129	98	98	10963700	0.636084	10000	1538	10963700	1000	0	0.650195	IV	3032765	3050102	17337	FALSE
WBGene00006359	III:5702254-5705364,III:5702254-5704727,III:5704779-5705464,III:5702254-5705466,III:5704121-5705464	129	12	11	1322540	0.63613	10000	1564	1322540	1000	0	0.639386	III	5702254	5705364	3110	FALSE
WBGene00020471	II:1097925-1100812	129	18	18	1570360	0.636149	10000	1651	1570360	1000	0	0.605694	II	1097925	1100812	2887	FALSE
WBGene00200925	X:15487643-15487845	129	7	7	395596	0.636207	10000	1614	395596	1000	0	0.619579	X	15487643	15487845	202	FALSE
WBGene00017095	V:9375098-9378404	129	24	24	2450190	0.636208	10000	1558	2450190	1000	0	0.641849	V	9375098	9378404	3306	FALSE
WBGene00019531	IV:4162516-4164481	129	2	1	14052.1	0.636224	10000	1487	14052.1	1000	0	0.672495	IV	4162516	4164481	1965	FALSE
WBGene00197498	X:2520712-2520843	129	2	2	85655.6	0.636224	10000	1494	85655.6	1000	0	0.669344	X	2520712	2520843	131	FALSE
WBGene00200465	IV:1141972-1142084	129	4	4	241761	0.636266	10000	1613	241761	1000	0	0.619963	IV	1141972	1142084	112	FALSE
WBGene00199664	IV:1141972-1142084	129	4	4	241754	0.636267	10000	1597	241754	1000	0	0.626174	IV	1141972	1142084	112	FALSE
WBGene00022179	III:2743718-2746627,III:2743800-2746627,III:2743718-2746653,III:2743800-2746653	129	34	34	3438050	0.636309	10000	1533	3438050	1000	0	0.652316	III	2743718	2746627	2909	FALSE
WBGene00011904	X:13865037-13872750,X:13865037-13873357,X:13865037-13872750,X:13865037-13873357	129	52	51	7792770	0.636317	10000	1530	7792770	1000	0	0.653595	X	13865037	13872750	7713	FALSE
WBGene00008307	V:18826846-18831299,V:18828835-18831299	129	167	167	18237000	0.636335	10000	1537	18237000	1000	0	0.650618	V	18826846	18831299	4453	FALSE
WBGene00044634	III:7920083-7921086	129	5	4	429210	0.636386	10000	1573	429210	1000	0	0.635728	III	7920083	7921086	1003	FALSE
WBGene00009483	X:9792408-9794273	129	10	10	831740	0.63645	10000	1519	831740	1000	0	0.658328	X	9792408	9794273	1865	FALSE
WBGene00007310	IV:10119459-10122305	129	10	10	876304	0.636498	10000	1631	876304	1000	0	0.613121	IV	10119459	10122305	2846	FALSE
WBGene00005399	V:10796862-10798157	129	4	3	160693	0.636499	10000	1609	160693	1000	0	0.621504	V	10796862	10798157	1295	FALSE
WBGene00044014	V:10415733-10417025	129	7	6	346673	0.63654	10000	1485	346673	1000	0	0.673401	V	10415733	10417025	1292	FALSE
WBGene00010630	V:10358550-10361576	129	19	19	1603630	0.636595	10000	1584	1603630	1000	0	0.631313	V	10358550	10361576	3026	FALSE
WBGene00011268	III:10840011-10844935	129	58	57	7377410	0.636653	10000	1571	7377410	1000	0	0.636537	III	10840011	10844935	4924	FALSE
WBGene00044258	IV:14773601-14774301,IV:14773597-14774565	129	18	17	1728040	0.636764	10000	1553	1728040	1000	0	0.643915	IV	14773601	14774301	700	FALSE
WBGene00022813	V:7808368-7809909	129	10	9	982157	0.636913	10000	1626	982157	1000	0	0.615006	V	7808368	7809909	1541	FALSE
WBGene00013067	V:18380619-18382690	129	50	49	6600590	0.63692	10000	1552	6600590	1000	0	0.64433	V	18380619	18382690	2071	FALSE
WBGene00001931	IV:11340411-11340795,IV:11340411-11341495,IV:11340411-11341495	129	6	6	397676	0.636981	10000	1560	397676	1000	0	0.641026	IV	11340411	11340795	384	FALSE
WBGene00198918	IV:10958281-10958420	129	3	3	207293	0.637041	10000	1476	207293	1000	0	0.677507	IV	10958281	10958420	139	FALSE
WBGene00005073	III:7171651-7173590	129	4	4	673796	0.637107	10000	1503	673796	1000	0	0.665336	III	7171651	7173590	1939	FALSE
WBGene00202116	II:12326389-12326505	129	7	7	867174	0.637154	10000	1575	867174	1000	0	0.634921	II	12326389	12326505	116	FALSE
WBGene00015130	III:8700926-8703304	129	8	8	857506	0.637282	10000	1449	857506	1000	0	0.690131	III	8700926	8703304	2378	FALSE
WBGene00013534	IV:15497566-15510475,IV:15497566-15510980	129	252	251	39034300	0.63734	10000	1508	39034300	1000	0	0.66313	IV	15497566	15510475	12909	FALSE
WBGene00011411	III:4699143-4700224	129	3	3	185770	0.637385	10000	1472	185770	1000	0	0.679348	III	4699143	4700224	1081	FALSE
WBGene00010286	V:11933880-11935055	129	7	7	729415	0.637424	10000	1541	729415	1000	0	0.648929	V	11933880	11935055	1175	FALSE
WBGene00015108	II:2313066-2314927	129	284	283	48599000	0.637522	10000	1509	48599000	1000	0	0.662691	II	2313066	2314927	1861	FALSE
WBGene00009912	V:17033217-17035950	129	233	233	24380900	0.637524	10000	1539	24380900	1000	0	0.649773	V	17033217	17035950	2733	FALSE
WBGene00011830	V:11217582-11219904	129	9	9	772554	0.637547	10000	1554	772554	1000	0	0.643501	V	11217582	11219904	2322	FALSE
WBGene00009448	II:9557645-9559514	129	6	5	431400	0.637597	10000	1512	431400	1000	0	0.661376	II	9557645	9559514	1869	FALSE
WBGene00018612	III:5443166-5446508	129	15	14	1386250	0.637666	10000	1522	1386250	1000	0	0.65703	III	5443166	5446508	3342	FALSE
WBGene00198905	II:8875071-8875249	129	4	4	209133	0.637699	10000	1569	209133	1000	0	0.637349	II	8875071	8875249	178	FALSE
WBGene00004309	IV:11177285-11178078	129	3	3	208935	0.637745	10000	1564	208935	1000	0	0.639386	IV	11177285	11178078	793	FALSE
WBGene00005573	II:2698864-2700329	129	9	9	740481	0.637749	10000	1628	740481	1000	0	0.614251	II	2698864	2700329	1465	FALSE
WBGene00005652	V:13049766-13053910	129	39	38	4342420	0.637818	10000	1551	4342420	1000	0	0.644745	V	13049766	13053910	4144	FALSE
WBGene00016824	V:7622334-7624214	129	11	11	1176740	0.637836	10000	1606	1176740	1000	0	0.622665	V	7622334	7624214	1880	FALSE
WBGene00010606	X:14225572-14228914	129	35	35	3821720	0.637875	10000	1573	3821720	1000	0	0.635728	X	14225572	14228914	3342	FALSE
WBGene00219443	IV:14937509-14937793	129	6	6	697910	0.637896	10000	1570	697910	1000	0	0.636943	IV	14937509	14937793	284	FALSE
WBGene00196875	IV:1192709-1192762	129	2	2	207101	0.637907	10000	1532	207101	1000	0	0.652742	IV	1192709	1192762	53	FALSE
WBGene00015309	IV:6518173-6519034,IV:6518173-6519502	129	12	12	1277380	0.637945	10000	1503	1277380	1000	0	0.665336	IV	6518173	6519034	861	FALSE
WBGene00201463	V:18680054-18680336	129	8	8	442928	0.638005	10000	1662	442928	1000	0	0.601685	V	18680054	18680336	282	FALSE
WBGene00202196	II:10989264-10989463	129	4	4	201959	0.638084	10000	1561	201959	1000	0	0.640615	II	10989264	10989463	199	FALSE
WBGene00020474	II:1115640-1118033	129	41	41	3708810	0.638105	10000	1603	3708810	1000	0	0.62383	II	1115640	1118033	2393	FALSE
WBGene00013156	II:15004864-15010416	129	62	61	8374310	0.638218	10000	1543	8374310	1000	0	0.648088	II	15004864	15010416	5552	FALSE
WBGene00018191	X:17567630-17571923	129	23	23	2060060	0.638252	10000	1528	2060060	1000	0	0.65445	X	17567630	17571923	4293	FALSE
WBGene00196144	V:14573236-14573358	129	4	3	119004	0.638305	10000	1516	119004	1000	0	0.659631	V	14573236	14573358	122	FALSE
WBGene00020297	IV:394016-396441,IV:394016-396554,IV:393879-396441,IV:394016-396427,IV:393879-396427,IV:393879-396420	129	10	10	695582	0.638329	10000	1685	695582	1000	0	0.593472	IV	394016	396441	2425	FALSE
WBGene00011175	IV:10296086-10302310	129	15	14	1187470	0.63837	10000	1573	1187470	1000	0	0.635728	IV	10296086	10302310	6224	FALSE
WBGene00011207	V:18242322-18248883,V:18242322-18243947	129	755	755	82087900	0.638421	10000	1531	82087900	1000	0	0.653168	V	18242322	18248883	6561	FALSE
WBGene00018535	X:3765323-3766626	129	28	28	2521280	0.638437	10000	1552	2521280	1000	0	0.64433	X	3765323	3766626	1303	FALSE
WBGene00019386	V:1668505-1670630	129	30	29	3305090	0.638444	10000	1511	3305090	1000	0	0.661813	V	1668505	1670630	2125	FALSE
WBGene00197577	II:573554-573934	129	26	26	1931410	0.638486	10000	1504	1931410	1000	0	0.664894	II	573554	573934	380	FALSE
WBGene00005639	IV:5008677-5010789	129	15	14	1717440	0.638528	10000	1542	1717440	1000	0	0.648508	IV	5008677	5010789	2112	FALSE
WBGene00201878	IV:13090413-13090638	129	3	3	343506	0.638575	10000	1560	343506	1000	0	0.641026	IV	13090413	13090638	225	FALSE
WBGene00019878	III:8364631-8366502,III:8364664-8366502	129	6	6	479742	0.638613	10000	1509	479742	1000	0	0.662691	III	8364631	8366502	1871	FALSE
WBGene00014699	I:14151867-14152182	129	8	7	439876	0.638752	10000	1653	439876	1000	0	0.604961	I	14151867	14152182	315	FALSE
WBGene00011772	X:12862153-12863898	129	7	7	491097	0.638826	10000	1521	491097	1000	0	0.657462	X	12862153	12863898	1745	FALSE
WBGene00018410	III:8029857-8031063	129	13	12	1143900	0.638838	10000	1545	1143900	1000	0	0.647249	III	8029857	8031063	1206	FALSE
WBGene00010627	V:10350470-10352978	129	7	7	593589	0.638898	10000	1616	593589	1000	0	0.618812	V	10350470	10352978	2508	FALSE
WBGene00023520	IV:14807188-14809955	129	36	35	4809560	0.638908	10000	1601	4809560	1000	0	0.62461	IV	14807188	14809955	2767	FALSE
WBGene00020605	III:7391684-7395441	129	17	17	2018190	0.638922	10000	1578	2018190	1000	0	0.633714	III	7391684	7395441	3757	FALSE
WBGene00010851	V:19445874-19448901,V:19445883-19448901	129	143	142	10125900	0.638948	10000	1525	10125900	1000	0	0.655738	V	19445874	19448901	3027	FALSE
WBGene00199132	V:4827077-4827276	129	6	6	350227	0.638979	10000	1486	350227	1000	0	0.672948	V	4827077	4827276	199	FALSE
WBGene00011427	V:11058648-11059264	129	3	3	169564	0.638994	10000	1540	169564	1000	0	0.649351	V	11058648	11059264	616	FALSE
WBGene00017865	X:7665761-7670714	129	26	25	3324200	0.639024	10000	1529	3324200	1000	0	0.654022	X	7665761	7670714	4953	FALSE
WBGene00016745	I:6924281-6925459	129	2	2	68794.4	0.639048	10000	1516	68794.4	1000	0	0.659631	I	6924281	6925459	1178	FALSE
WBGene00021450	V:364949-369088	129	54	53	6845070	0.639133	10000	1507	6845070	1000	0	0.66357	V	364949	369088	4139	FALSE
WBGene00017853	I:5426356-5427316	129	4	4	300094	0.639167	10000	1610	300094	1000	0	0.621118	I	5426356	5427316	960	FALSE
WBGene00022250	IV:6321947-6323562,IV:6322817-6323562,IV:6322279-6323562	129	8	8	583200	0.639191	10000	1545	583200	1000	0	0.647249	IV	6321947	6323562	1615	FALSE
WBGene00194927	IV:16528683-16528870	129	2	2	66366.1	0.639227	10000	1495	66366.1	1000	0	0.668896	IV	16528683	16528870	187	FALSE
WBGene00015641	III:6546723-6551278,III:6546723-6551278	129	35	34	3470430	0.639432	10000	1588	3470430	1000	0	0.629723	III	6546723	6551278	4555	FALSE
WBGene00006606	IV:14436363-14444183	129	67	66	8149570	0.639451	10000	1538	8149570	1000	0	0.650195	IV	14436363	14444183	7820	FALSE
WBGene00007544	V:10231267-10231536	129	6	6	486071	0.639515	10000	1591	486071	1000	0	0.628536	V	10231267	10231536	269	FALSE
WBGene00197876	X:14886088-14886274	129	3	3	270656	0.6397	10000	1542	270656	1000	0	0.648508	X	14886088	14886274	186	FALSE
WBGene00007966	III:3844892-3848262	129	22	21	2313360	0.639835	10000	1495	2313360	1000	0	0.668896	III	3844892	3848262	3370	FALSE
WBGene00200000	X:15296891-15297122	129	2	2	335518	0.639847	10000	1513	335518	1000	0	0.660939	X	15296891	15297122	231	FALSE
WBGene00195705	IV:14033556-14034004	129	6	5	414414	0.639864	10000	1500	414414	1000	0	0.666667	IV	14033556	14034004	448	FALSE
WBGene00006146	V:8986693-8987965	129	81	81	4807460	0.63987	10000	1460	4807460	1000	0	0.684932	V	8986693	8987965	1272	FALSE
WBGene00044582	V:9165819-9168041	129	23	23	1861630	0.639871	10000	1548	1861630	1000	0	0.645995	V	9165819	9168041	2222	FALSE
WBGene00016058	IV:5162743-5163074,IV:5162742-5163074	129	6	6	277790	0.639902	10000	1490	277790	1000	0	0.671141	IV	5162743	5163074	331	FALSE
WBGene00045270	X:360778-362966	129	15	15	965348	0.639923	10000	1588	965348	1000	0	0.629723	X	360778	362966	2188	FALSE
WBGene00011439	V:11761890-11763067	129	6	6	482623	0.639925	10000	1528	482623	1000	0	0.65445	V	11761890	11763067	1177	FALSE
WBGene00007428	V:10130467-10134148,V:10130467-10134148	129	27	26	2687130	0.640047	10000	1529	2687130	1000	0	0.654022	V	10130467	10134148	3681	FALSE
WBGene00004436	I:4585114-4586177,I:4584959-4586183	129	4	4	200869	0.640091	10000	1541	200869	1000	0	0.648929	I	4585114	4586177	1063	FALSE
WBGene00012440	X:13618873-13619930	129	6	5	302184	0.640148	10000	1545	302184	1000	0	0.647249	X	13618873	13619930	1057	FALSE
WBGene00197601	V:11428939-11429089	129	4	4	341240	0.640216	10000	1514	341240	1000	0	0.660502	V	11428939	11429089	150	FALSE
WBGene00001385	III:9080366-9081179,III:9080370-9080814	129	3	3	186633	0.640235	10000	1446	186633	1000	0	0.691563	III	9080366	9081179	813	FALSE
WBGene00020810	X:17247673-17248972	129	10	9	788124	0.640254	10000	1599	788124	1000	0	0.625391	X	17247673	17248972	1299	FALSE
WBGene00006943	III:5722849-5727114	129	26	26	2114590	0.640409	10000	1539	2114590	1000	0	0.649773	III	5722849	5727114	4265	FALSE
WBGene00012766	IV:15028353-15029136,IV:15028435-15028839	129	11	11	933785	0.640477	10000	1570	933785	1000	0	0.636943	IV	15028353	15029136	783	FALSE
WBGene00009306	I:14846477-14850326,I:14846477-14850124,I:14846477-14850123,I:14846477-14850326	129	19	19	2051010	0.640518	10000	1544	2051010	1000	0	0.647668	I	14846477	14850326	3849	FALSE
WBGene00005894	V:9005542-9006931	129	6	6	364925	0.640539	10000	1536	364925	1000	0	0.651042	V	9005542	9006931	1389	FALSE
WBGene00008186	I:14216755-14220575	129	34	33	3365560	0.640639	10000	1538	3365560	1000	0	0.650195	I	14216755	14220575	3820	FALSE
WBGene00005344	V:2893275-2895584	129	192	192	14413500	0.640644	10000	1592	14413500	1000	0	0.628141	V	2893275	2895584	2309	FALSE
WBGene00003601	I:5818478-5821108	129	5	4	217353	0.640691	10000	1573	217353	1000	0	0.635728	I	5818478	5821108	2630	FALSE
WBGene00195643	II:4295464-4295590	129	2	2	43415.4	0.6407	10000	1414	43415.4	1000	0	0.707214	II	4295464	4295590	126	FALSE
WBGene00016433	IV:4081135-4081348	129	7	7	555196	0.641004	10000	1518	555196	1000	0	0.658762	IV	4081135	4081348	213	FALSE
WBGene00201062	V:14656554-14656699	129	2	2	137064	0.641032	10000	1499	137064	1000	0	0.667111	V	14656554	14656699	145	FALSE
WBGene00044791	V:12275624-12277007	129	10	10	834811	0.641081	10000	1557	834811	1000	0	0.642261	V	12275624	12277007	1383	FALSE
WBGene00010259	V:13987170-14002457,V:13987170-14006079,V:13987170-13990882	129	132	131	20549000	0.6411	10000	1527	20549000	1000	0	0.654879	V	13987170	14002457	15287	FALSE
WBGene00019809	III:7062879-7063194	129	4	3	159665	0.641231	10000	1441	159665	1000	0	0.693963	III	7062879	7063194	315	FALSE
WBGene00011310	X:16315427-16317731	129	16	15	1807130	0.641308	10000	1490	1807130	1000	0	0.671141	X	16315427	16317731	2304	FALSE
WBGene00004169	IV:6506725-6511040,IV:6506725-6510314	129	24	23	2834910	0.641418	10000	1469	2834910	1000	0	0.680735	IV	6506725	6511040	4315	FALSE
WBGene00007507	IV:9374764-9376492	129	7	6	501192	0.641426	10000	1543	501192	1000	0	0.648088	IV	9374764	9376492	1728	FALSE
WBGene00010217	II:12406821-12408817	129	34	34	2952610	0.641588	10000	1577	2952610	1000	0	0.634115	II	12406821	12408817	1996	FALSE
WBGene00003632	V:6998818-7000644	129	14	14	992842	0.641636	10000	1636	992842	1000	0	0.611247	V	6998818	7000644	1826	FALSE
WBGene00008321	V:15621817-15623077	129	21	21	2075850	0.641638	10000	1577	2075850	1000	0	0.634115	V	15621817	15623077	1260	FALSE
WBGene00017459	II:3341267-3342116	129	2	1	36108.9	0.641782	10000	1516	36108.9	1000	0	0.659631	II	3341267	3342116	849	FALSE
WBGene00012467	II:12065084-12067568	129	19	19	2145030	0.641834	10000	1525	2145030	1000	0	0.655738	II	12065084	12067568	2484	FALSE
WBGene00014096	IV:11959899-11961535	129	6	6	461901	0.641968	10000	1571	461901	1000	0	0.636537	IV	11959899	11961535	1636	FALSE
WBGene00014679	V:17540594-17542272	129	181	181	17730500	0.641984	10000	1519	17730500	1000	0	0.658328	V	17540594	17542272	1678	FALSE
WBGene00020125	X:7030224-7036084	129	39	38	4866480	0.642004	10000	1513	4866480	1000	0	0.660939	X	7030224	7036084	5860	FALSE
WBGene00195478	X:11031068-11031140	129	2	2	67985.4	0.64213	10000	1461	67985.4	1000	0	0.684463	X	11031068	11031140	72	FALSE
WBGene00018618	V:625751-626390	129	36	36	2532680	0.642157	10000	1551	2532680	1000	0	0.644745	V	625751	626390	639	FALSE
WBGene00001823	III:5263942-5264996	129	6	6	502609	0.642272	10000	1539	502609	1000	0	0.649773	III	5263942	5264996	1054	FALSE
WBGene00007224	II:9267335-9268303	129	5	5	391466	0.642279	10000	1558	391466	1000	0	0.641849	II	9267335	9268303	968	FALSE
WBGene00011967	II:9177343-9178631,II:9177343-9178585	129	7	7	987909	0.642293	10000	1534	987909	1000	0	0.65189	II	9177343	9178631	1288	FALSE
WBGene00045402	V:15193733-15194009	129	9	8	704167	0.642325	10000	1527	704167	1000	0	0.654879	V	15193733	15194009	276	FALSE
WBGene00019780	X:8232253-8236314,X:8232253-8232971,X:8232253-8236316,X:8232253-8232994	129	18	17	2315610	0.642411	10000	1554	2315610	1000	0	0.643501	X	8232253	8236314	4061	FALSE
WBGene00009356	II:11036185-11039471	129	25	24	2434010	0.64244	10000	1552	2434010	1000	0	0.64433	II	11036185	11039471	3286	FALSE
WBGene00013953	V:18438380-18440195	129	56	56	5184870	0.642504	10000	1533	5184870	1000	0	0.652316	V	18438380	18440195	1815	FALSE
